user_id,id,name,date,description,genre,theme,rating
3,1886004,Contact,2022-01-01,"Strange things have been happening around town. Joe is moving house, before an alien invasion interrupts him.","['Science Fiction', 'Drama', 'Thriller']",,2
4,1262804,contact,2024-01-01,"Reminiscing on a failed relationship, a young woman goes about her day, though is unable to escape the spectre of her ex-lover.",['Drama'],,5
4,1805853,The Assignment,2021-01-01,"School student James recieves one of the most important assignments of his schooling career - a report on a dead relative. However, once he begins researching his Great-Grandmother, he discovers secrets that will change the course of his life.",['[]'],,5
4,1365548,Mimic,2023-01-01,A young man is confronted by a familiar entity in a stairwell.,"['Horror', 'Thriller']",,3
4,1263338,Wonderland,2020-01-01,"In this romantic fantasy-thriller, a man from the present travels back to 1960s Biarritz and meets a mysterious woman whose destiny is inexplicably linked with his own.",['Drama'],,5
4,1765287,Wonderland,2024-01-01,Story about reuniting with a departed family members or a lover via video call.,"['Science Fiction', 'Family']",,5
4,1513167,Incognito,2022-01-01,A young girl at risk of being trafficked finds an unlikely ally in a peeping tom.,"['Drama', 'Thriller']",,5
5,1621514,Aliens,2021-01-01,"A film about how language, be it film, art or written language, creates in itself a system where separation precedes contact.",['[]'],,3
5,1932373,gHost,2022-01-01,A lonely ghost must prepare his house on time for guests after signing up as an Airbnb host.,"['Comedy', 'Family']",,1
5,1422831,Pinocchio,2021-01-01,"An fun and in-depth look at Carlo Collodi's children's novel The Adventures Of Pinocchio, and how it has endured as a literary classic for over a century.",['Documentary'],,2
5,1351153,The Lawnmower Man,2024-01-01,"When a seemingly ordinary husband discovers his wife's secret, he learns that the lawnmower man is cutting much more than just the grass.","['Drama', 'Crime']",,1
5,1122472,Psycho,2020-01-01,"It is not easy to make an appointment with the in-demand 40-year-old Moscow psychotherapist Oleg. To his clients, he seems to be a successful and independent family man, while passions are raging inside him, he himself needs qualified help from a specialist, and his wife went missing a little over a year ago.",['Drama'],,3
5,1574864,Powder,2022-01-01,"A tale of five breathtaking and ravaging events occurring in one night. Samy murdering the man who cheated his daughter; A bunch of youngsters murder a local politician, butcher and transporting his remains in tea cans; A doctor is driving away hours before her wedding to settle an unfinished business; Parattai an out of work make-up man gets his hands dirty to earn some money; and there’s a burglar duo, and then there’s a cop,  Raghavan NM, who tries hard to bind these threads together.","['Thriller', 'Drama', 'Crime']",,1
6,1867489,A Grand Day Out,2024-01-01,"A GRAND DAY OUT is a lyrical, glass-half-empty short about two men and a dog who decide to take a trip to the seaside. Disappointment, dissatisfac- tion, and some poorly disguised passive-aggres- sive behaviour ensues.",['[]'],,3
6,1553294,Gone With The Wind,2022-01-01,"Love prevails in Ireland as Patrick O'Malley fights for the love of his life, Shirley the Balloon.","['Family', 'Action', 'Drama', 'Adventure', 'Comedy', 'Romance']",,4
6,1264280,Alien,2024-01-01,"In a small Ural village live only simple ordinary people except for the local hearing-impaired “fool” lyosha. he lives in a makeshift house made of garbage, weekly draws strange circles on the fields and tries to catch radio waves 24 hours a day in hope to contact representatives of extraterrestrial civilizations. the villagers laugh at lyosha and his strange hobbies, but everything changes when the one he has been calling for so long finally visits him.",['Drama'],,4
6,1287745,The Apartment,2023-01-01,"A man wakes up disoriented in his own apartment, and soon realizes that he is locked up and has no way out.",['Horror'],,5
6,1337067,Anastasia,2021-01-01,"Based on the Broadway musical, based on the 1997 animated film of the same name.  Anastasia transports us from the twilight of the Russian Empire to the euphoria of Paris in the 1920s, as a brave young woman sets out to discover the mystery of her past. Pursued by a ruthless Soviet officer determined to silence her, Anya enlists the aid of a dashing conman and a lovable ex-aristocrat. Together, they embark on an epic adventure to help her find home, love, and family.","['Music', 'Romance']",,2
6,1410926,The Apartment,2022-01-01,the misadventures of a man in his apartment.,"['Horror', 'Comedy']",,5
7,1702482,The Fog,2021-01-01,"Mark Fisher argues that there is widespread anxiety and depression in our society, the one caused by capitalism. Virginia Woolf described her depression as the nebulous fog. I saw the nebulous fog covering us, making us more anxious and depressed. Where does this fog come from? What is it formed of? Is there a way out? This is my animated attempt to catch the fog.",['[]'],,3
7,1565242,Being There,2020-01-01,"A tragic scene takes place between a mother and daughter outside an animal clinic. Many observe the scene and pass by, but only one dares to really be there. The film is to honor the one.",['Drama'],,5
7,1074434,Ghost,2023-01-01,"A dreaded gangster called ‘Ghost’, takes hostage of a prison, and an efficient police officer Chengappa is immediately deputed to solve the issue. And thus begins the cat and mouse chase between an intelligent criminal and a ruthless police officer.","['Thriller', 'Action']",,5
7,1362028,Spellbound,2020-01-01,"Wingsuit BASE jumping is often presented as a thrill seeking adrenaline rush. Spellbound takes us deeper into the more contemplative aspects of jumping, as David Walden and friends venture into the mountains around his home in New Zealand.  Beautiful scenery and hypnotic cinematography eject us from our daily lives into a world of air, earth and flight.",['Documentary'],,4
7,1255259,Casablanca,2023-01-01,"Casablanca emerged from a sensitive look (and listening) from a characteristic place on 3rd street in the center of Goiânia. With a territorial approach through a biographical perspective, the documentary tells the storys of the lives of Zardos and Iara that today allow places like Casablanca to continue to exist in a big city. On Thursdays, at 8 pm, what during the week was just a pizzeria, becomes an environment where bolero goes beyond the corners.","['Music', 'Documentary']",,4
7,1249102,The Howling,2021-01-01,"Raised by an alcoholic father, a sheep breeder, Kuba is growing up in a small village where nothing ever happens. One day, an old friend from the big city arrives.",['Drama'],,4
8,1511347,The Fugitive,2024-01-01,"She is a lonely young woman, spending her nights drinking. He is a man on the run. They meet each other one evening in a bar. It could be the beginning of a beautiful friendship, something more or just a small moment of rest and human connection between the big events of their lives.","['Drama', 'Crime']",,4
8,1087159,Playing God,2020-01-01,"The 78-year-old former architect Richard Gärtner (Matthias Habich) wants to put an end to his life. However, this should not be done abroad, but quite legally with the help of his family doctor. For Dr. Brandt (Anna Maria Mühe), out of personal conviction, it is out of the question to get her elderly but healthy patient a fatal preparation.",['Drama'],,3
8,1238780,The Godfather,2023-01-01,An angry comedy set in the world of really organized crime.,"['Crime', 'Comedy']",,5
8,1079038,The Fugitive,2020-01-01,"Falsely accused of bombing a Los Angeles subway train by “tweet-now, confirm-later” journalism, blue collar worker Mike Ferro must prove his innocence by uncovering the real perpetrator, before the legendary cop heading the investigation can apprehend him.",['Drama'],"High speed and special ops, Suspenseful crime thrillers",4
8,1262804,contact,2024-01-01,"Reminiscing on a failed relationship, a young woman goes about her day, though is unable to escape the spectre of her ex-lover.",['Drama'],,5
8,1621514,Aliens,2021-01-01,"A film about how language, be it film, art or written language, creates in itself a system where separation precedes contact.",['[]'],,5
9,1199124,Boogie Nights,2022-01-01,"A fantasy film in which the world is coming to an end due to North Korea's sudden announcement of a nuclear explosion, and an ordinary office worker meets five women while planning to live his last day without regret, and finds his life as he is caught up in an unexpected extreme situation.","['Crime', 'Comedy', 'Drama', 'Action']",,4
9,1932373,gHost,2022-01-01,A lonely ghost must prepare his house on time for guests after signing up as an Airbnb host.,"['Comedy', 'Family']",,4
9,1675391,Vertigo,2024-01-01,"Feeling the experience of Los Angeles spaces in the night through the perception of a lonely woman, wandering in the streets, having ritual moments of interiority, and letting go through dance.",['[]'],,4
9,1074434,Ghost,2023-01-01,"A dreaded gangster called ‘Ghost’, takes hostage of a prison, and an efficient police officer Chengappa is immediately deputed to solve the issue. And thus begins the cat and mouse chase between an intelligent criminal and a ruthless police officer.","['Thriller', 'Action']",,4
9,1255259,Casablanca,2023-01-01,"Casablanca emerged from a sensitive look (and listening) from a characteristic place on 3rd street in the center of Goiânia. With a territorial approach through a biographical perspective, the documentary tells the storys of the lives of Zardos and Iara that today allow places like Casablanca to continue to exist in a big city. On Thursdays, at 8 pm, what during the week was just a pizzeria, becomes an environment where bolero goes beyond the corners.","['Music', 'Documentary']",,5
9,1178243,Ghost,2023-01-01,"When a deadly religious cult begins weaponizing demonic entities, it's up to a band of church funded mercenaries to take them down before they unleash Hell on Earth. When word of a Fallen Angel reaches the team, the stakes are raised and the fate of humanity rests on the shoulders of one man: Ghost.","['Horror', 'Action']",,4
10,1940074,Mother,2024-01-01,"A short revenge story, while the sun goes down.",['Drama'],,4
10,1726127,Mother,2022-01-01,"Following the mother of martyrs Pro-Ukraine, Qingwen who missed her lost son Guo Zhenggao and accuse the brutal of the war that takes up so many life.",['Documentary'],,4
10,1374427,Pinocchio,2022-01-01,"Boris Yukhananov's film triptych based on Andrey Vishnevsky's play ""Pinocchio's Mad Angel"".","['Music', 'Drama']",,4
10,1185784,Gigi,2024-01-01,"From a tormented little mermaid to the blossoming woman she is today, Gigi recounts her transitional journey with humor and sensitivity.",['Animation'],,4
10,1910335,Mother,2023-01-01,"With the beginning of the war, Katia decided to leave her hometown and take her mother. But mother is getting her nails done.",['[]'],,4
10,1848651,Mother,2024-01-01,,['Animation'],,4
11,1753087,Fallen,2024-01-01,"Fallen is a collection of ten vignettes observing the unfiltered and unspoken thoughts of young adults in the city. The inner monologues are perverse, bitter, determined, hopeless, comedic, and honest, containing intimate thoughts that cover a diverse range of subjects and circumstances. Filmed on an iPhone, the film is an experimental attempt to capture stream of consciousness.",['Drama'],,4
11,1932373,gHost,2022-01-01,A lonely ghost must prepare his house on time for guests after signing up as an Airbnb host.,"['Comedy', 'Family']",,4
11,1873534,Outbreak,2023-01-01,"As a virus breaks out, 4 agents and one really sleepy janitor must work together to cure the undead.",['[]'],,3
11,1805025,The Last Supper,2023-01-01,A woman prepares a delicious banquet for a dinner party.,"['Drama', 'Mystery', 'Fantasy']",,5
11,1621514,Aliens,2021-01-01,"A film about how language, be it film, art or written language, creates in itself a system where separation precedes contact.",['[]'],,3
11,1010847,Little Women,2022-01-01,"Three sisters, who only have each other and never enough money, get entangled in a conspiracy involving the rich and powerful.","['Mystery', 'Drama']","War and historical adventure, Military combat and heroic soldiers, Suspenseful crime thrillers",4
12,1912453,The Wizard of OZ,2021-01-01,A take on the classic story written by L. Frank Baum.,['Fantasy'],,5
12,1932373,gHost,2022-01-01,A lonely ghost must prepare his house on time for guests after signing up as an Airbnb host.,"['Comedy', 'Family']",,5
12,1238780,The Godfather,2023-01-01,An angry comedy set in the world of really organized crime.,"['Crime', 'Comedy']",,4
12,1553294,Gone With The Wind,2022-01-01,"Love prevails in Ireland as Patrick O'Malley fights for the love of his life, Shirley the Balloon.","['Family', 'Action', 'Drama', 'Adventure', 'Comedy', 'Romance']",,4
12,1178243,Ghost,2023-01-01,"When a deadly religious cult begins weaponizing demonic entities, it's up to a band of church funded mercenaries to take them down before they unleash Hell on Earth. When word of a Fallen Angel reaches the team, the stakes are raised and the fate of humanity rests on the shoulders of one man: Ghost.","['Horror', 'Action']",,5
12,1074434,Ghost,2023-01-01,"A dreaded gangster called ‘Ghost’, takes hostage of a prison, and an efficient police officer Chengappa is immediately deputed to solve the issue. And thus begins the cat and mouse chase between an intelligent criminal and a ruthless police officer.","['Thriller', 'Action']",,5
13,1363717,Boomerang,2024-01-01,A scientist with a brilliant brain builds a humanoid robot. But a series of events leads to thrill and comic situations that create a boomerang effect.,"['Science Fiction', 'Comedy']",,2
13,1334742,Faces,2020-01-01,A troubled teenager confides in an imaginary friend who tries to help him understand the artificial nature of people.,['Drama'],,3
13,1122472,Psycho,2020-01-01,"It is not easy to make an appointment with the in-demand 40-year-old Moscow psychotherapist Oleg. To his clients, he seems to be a successful and independent family man, while passions are raging inside him, he himself needs qualified help from a specialist, and his wife went missing a little over a year ago.",['Drama'],,3
13,1910335,Mother,2023-01-01,"With the beginning of the war, Katia decided to leave her hometown and take her mother. But mother is getting her nails done.",['[]'],,2
13,1262804,contact,2024-01-01,"Reminiscing on a failed relationship, a young woman goes about her day, though is unable to escape the spectre of her ex-lover.",['Drama'],,4
13,1496186,Jack,2022-01-01,Jack is a year 11 student who has totally cut himself off from his friends to the extent they don’t even try to talk to him. Except one: Oscar. Oscar’s had a hard go of it himself. But what happens when Jack gives in and talks to him?,['Drama'],,3
14,1580077,Emma,2022-01-01,"Emma, a humpback whale, embarks with her pod on the most important migration journey of her life.",['Animation'],,4
14,1565242,Being There,2020-01-01,"A tragic scene takes place between a mother and daughter outside an animal clinic. Many observe the scene and pass by, but only one dares to really be there. The film is to honor the one.",['Drama'],,5
14,1231537,Dead Man,2024-01-01,"A small village lost in the mountains, paralyzed after the closing of a mine, receives the arrival of an outsider who offers a significant payment in exchange for a very special job: to kill the owner of the mine.",['[]'],,4
14,1169062,Dead Man,2024-01-01,"Lee Man-jae at his brink of life, even sold his name to survive. In the world of ruthless barge where no one can be trusted, he held out a threadlike-life with a calculation ability. One day, he decides to retire for his soon-to-be-born child and takes on the big final commission. The moment he thought that everything was going smoothly, he was framed for embezzlement of $100M due to his unidentified ‘investor’ and faced his own obituary. A political consultant, Mrs. Shim, appears to Man-jae when he is trapped in a hellish private prison and lives as a ‘dead man’, offering a deal with his life as collateral. Man-jae accepts the offer to regain his name, family, and life.","['Thriller', 'Mystery', 'Crime']",,4
14,1494615,A Close Shave,2021-01-01,"Up working on his computer late at night, a man is visited by a mysterious stranger bearing a note, which leads him into a portal through time.",['Science Fiction'],,5
14,1594267,Welcome to the Dollhouse,2021-01-01,"A dive into the societal rules and expectations of the celebration of  women’s bodies and their use to show love and power. The Disdress Dolls shimmy, shake, and strip across the stage, challenging concepts of strength and femininity by offering a vulnerable portrait of themselves and playful and macabre world.",['Documentary'],,3
15,1597123,Unforgettable,2020-01-01,"In order to avoid foster care, a teenage boy must learn to live with his Grandma who has Alzheimer's following the death of his parents.",['[]'],,2
15,1805576,Ransom,2022-01-01,"Chronicles the life of Widow, a female kingpin in the global underground of Ransomware-as-a-Service crime syndicates. It follows her group's rise to power to establish itself as the new polar power in the global Ransomware economy.",['Adventure'],,2
15,1320600,Phenomenon,2023-01-01,,['Documentary'],,5
15,1088200,The Game,2020-01-01,Short documentary presents a high-tension soccer match from the perspective of an ever-vigilant referee.,['Documentary'],,1
15,1496186,Jack,2022-01-01,Jack is a year 11 student who has totally cut himself off from his friends to the extent they don’t even try to talk to him. Except one: Oscar. Oscar’s had a hard go of it himself. But what happens when Jack gives in and talks to him?,['Drama'],,3
15,1033244,Michael,2025-01-01,"An in-depth portrayal of Michael Jackson, a complicated man, who became the King of Pop. The biopic will bring to life Jackson’s most iconic performances as it gives an informed insight into the entertainer’s artistic process and personal life.","['Music', 'Drama']",,4
16,1175206,Stand by Me,2022-01-01,"Kira is a 30-year-old successful architect living in the illusion of absolute choices while being obsessed with constructing the ideal Moscow. She is used to living life according to her own rules, but she has to face her fear of the future and inability to love. An unexpected tragedy will lead Kira to face her past with her family, start life from the scratch, and become a mother.",['Drama'],,5
16,1238780,The Godfather,2023-01-01,An angry comedy set in the world of really organized crime.,"['Crime', 'Comedy']",,5
16,1203890,Mother,2020-01-01,"Three days in the life of a young mother, her mother, and her son, Luther, living in the postcolonial, matriarchal culture of rural Jamaica. As the narrative unfolds, a simmering conflict over Luther and his femininity surfaces and we are offered insight into two mothers with conflicting notions about love and protection.",['Drama'],,3
16,1511347,The Fugitive,2024-01-01,"She is a lonely young woman, spending her nights drinking. He is a man on the run. They meet each other one evening in a bar. It could be the beginning of a beautiful friendship, something more or just a small moment of rest and human connection between the big events of their lives.","['Drama', 'Crime']",,5
16,1007268,What's Love Got to Do with It?,2022-01-01,Two childhood friends now in their thirties must decide whether to follow their heads or their hearts once the man decides to follow his parents' advice and enter into an arranged marriage in Pakistan.,"['Romance', 'Comedy']","Relationship comedy, Moving relationship stories, Crude humor and satire, Laugh-out-loud relationship entanglements, Quirky and endearing relationships, Touching and sentimental family stories, Charming romances and delightful chemistry, Passion and romance",4
16,1726127,Mother,2022-01-01,"Following the mother of martyrs Pro-Ukraine, Qingwen who missed her lost son Guo Zhenggao and accuse the brutal of the war that takes up so many life.",['Documentary'],,3
17,1320600,Phenomenon,2023-01-01,,['Documentary'],,1
17,1222186,Swingers,2021-01-01,"People who are very different in social origin, material capabilities, occupation and outlook on life are involved in a curious situation. Wealthy businessman Igor and his girlfriend Olga - a socialite who dreams of a career as a designer; tired from work as a physiotherapist Andrey and his wife, a pharmacist, Irina. The thrill seeking in one case and the desire to find a way out of the family dead end in the other lead these couples to a New Year's Eve swinger party. A sexual experiment in both couples, initiated by only one of the partners, turns into a series of incidents and ends in failure. To the surprise of themselves and their ""legitimate"" halves, the heroes reveal real feelings and strong mutual affection.","['Romance', 'Comedy']",,5
18,1675398,Sirens,2024-01-01,"Sirens follows three sirens in the modern world. Once best friends - the women have been growing apart for a while, and their friendship gets even more strained when one of them starts to question her relationship with the violence in their daily life.","['Fantasy', 'Drama']",,3
18,1867489,A Grand Day Out,2024-01-01,"A GRAND DAY OUT is a lyrical, glass-half-empty short about two men and a dog who decide to take a trip to the seaside. Disappointment, dissatisfac- tion, and some poorly disguised passive-aggres- sive behaviour ensues.",['[]'],,5
18,1175719,Naked,2020-01-01,"A man is accidentally endowed with superpowers. His only desire? For life to go back to normal. He doesn't want to be a superhero, but he can't help it.","['Animation', 'Drama', 'Fantasy']",,4
18,1494615,A Close Shave,2021-01-01,"Up working on his computer late at night, a man is visited by a mysterious stranger bearing a note, which leads him into a portal through time.",['Science Fiction'],,5
18,1255259,Casablanca,2023-01-01,"Casablanca emerged from a sensitive look (and listening) from a characteristic place on 3rd street in the center of Goiânia. With a territorial approach through a biographical perspective, the documentary tells the storys of the lives of Zardos and Iara that today allow places like Casablanca to continue to exist in a big city. On Thursdays, at 8 pm, what during the week was just a pizzeria, becomes an environment where bolero goes beyond the corners.","['Music', 'Documentary']",,4
18,1320600,Phenomenon,2023-01-01,,['Documentary'],,3
19,1175206,Stand by Me,2022-01-01,"Kira is a 30-year-old successful architect living in the illusion of absolute choices while being obsessed with constructing the ideal Moscow. She is used to living life according to her own rules, but she has to face her fear of the future and inability to love. An unexpected tragedy will lead Kira to face her past with her family, start life from the scratch, and become a mother.",['Drama'],,3
19,1262804,contact,2024-01-01,"Reminiscing on a failed relationship, a young woman goes about her day, though is unable to escape the spectre of her ex-lover.",['Drama'],,4
19,1886004,Contact,2022-01-01,"Strange things have been happening around town. Joe is moving house, before an alien invasion interrupts him.","['Science Fiction', 'Drama', 'Thriller']",,4
19,1317721,Contact,2023-01-01,"A Cornish-speaking alien returns to earth with the mortal remains of a 10th century pilgrim, and demands to speak with Jenna Gwennap.  In Kernewek with English subtitles.",['Science Fiction'],,4
20,1473762,A Christmas Carol,2021-01-01,"Businessman Ebenezer Scrooge’s sizable bank account is only matched by his disdain for the holidays. But one fateful Christmas Eve, Scrooge is visited by four ghosts who take him on a spectacular adventure through his past, present and future, helping him on his discovery of kindness, compassion and redemption.",['Drama'],,4
20,1033244,Michael,2025-01-01,"An in-depth portrayal of Michael Jackson, a complicated man, who became the King of Pop. The biopic will bring to life Jackson’s most iconic performances as it gives an informed insight into the entertainer’s artistic process and personal life.","['Music', 'Drama']",,1
20,1621514,Aliens,2021-01-01,"A film about how language, be it film, art or written language, creates in itself a system where separation precedes contact.",['[]'],,2
20,1282668,A Christmas Carol,2020-01-01,"The turkeys are hanging in the butchers shop on Gloucester Road, the Christmas Steps are decked with holly, but Christmas Eve is a bleak night for miserly money-lender Ebenezer Scrooge. Before the night is through, he is visited by four ghosts who show him chilling portraits of his past, present and future.  As the sun rises, will he come to see the bitter truth of his selfish life, learning kindness, compassion and, ultimately, the true meaning of Christmas? Join Bob Cratchit, Tiny Tim and Scrooge himself in this riot of music and theatrical imagination, to find out.",['Drama'],,4
20,1805576,Ransom,2022-01-01,"Chronicles the life of Widow, a female kingpin in the global underground of Ransomware-as-a-Service crime syndicates. It follows her group's rise to power to establish itself as the new polar power in the global Ransomware economy.",['Adventure'],,4
21,1014920,The Abyss,2023-01-01,"As the Swedish town of Kiruna sinks, Frigga finds herself torn between her family and her job as security chief at the world's largest underground mine.","['Drama', 'Thriller', 'Action']","Moving relationship stories, Emotional and touching family dramas, Heartbreaking and moving family drama, Enduring stories of family and marital drama",5
21,1873292,Mother,2024-01-01,A young woman is in over her head chasing her mother's old national championship swimming record.,['Drama'],,3
21,1805025,The Last Supper,2023-01-01,A woman prepares a delicious banquet for a dinner party.,"['Drama', 'Mystery', 'Fantasy']",,3
21,1351153,The Lawnmower Man,2024-01-01,"When a seemingly ordinary husband discovers his wife's secret, he learns that the lawnmower man is cutting much more than just the grass.","['Drama', 'Crime']",,1
21,1406558,Wolf,2022-01-01,"Margot, a young woman, is treated very poorly by her bourgeois family. Her stepfather is cruel to her, her mother looks the other way, and her younger brother is spoiled. When she starts to rebel, the family’s peaceful existence is shattered.",['Horror'],,3
21,1434035,FEAR,2023-01-01,"Fear is a Paranormal Horror Short film, which primarily focus on SARAH(26y/o) amidst the search of New stay with horror and paranormality she experienced when she faced with Old Man at uneven situation",['Horror'],,3
22,1262804,contact,2024-01-01,"Reminiscing on a failed relationship, a young woman goes about her day, though is unable to escape the spectre of her ex-lover.",['Drama'],,5
22,1621514,Aliens,2021-01-01,"A film about how language, be it film, art or written language, creates in itself a system where separation precedes contact.",['[]'],,5
22,1238780,The Godfather,2023-01-01,An angry comedy set in the world of really organized crime.,"['Crime', 'Comedy']",,5
22,1079038,The Fugitive,2020-01-01,"Falsely accused of bombing a Los Angeles subway train by “tweet-now, confirm-later” journalism, blue collar worker Mike Ferro must prove his innocence by uncovering the real perpetrator, before the legendary cop heading the investigation can apprehend him.",['Drama'],"High speed and special ops, Suspenseful crime thrillers",4
22,1511347,The Fugitive,2024-01-01,"She is a lonely young woman, spending her nights drinking. He is a man on the run. They meet each other one evening in a bar. It could be the beginning of a beautiful friendship, something more or just a small moment of rest and human connection between the big events of their lives.","['Drama', 'Crime']",,4
22,1123251,The Ref,2021-01-01,A referee struggles to maintain control over a 2nd grade basketball game.,['Drama'],,5
23,1422831,Pinocchio,2021-01-01,"An fun and in-depth look at Carlo Collodi's children's novel The Adventures Of Pinocchio, and how it has endured as a literary classic for over a century.",['Documentary'],,4
23,1175206,Stand by Me,2022-01-01,"Kira is a 30-year-old successful architect living in the illusion of absolute choices while being obsessed with constructing the ideal Moscow. She is used to living life according to her own rules, but she has to face her fear of the future and inability to love. An unexpected tragedy will lead Kira to face her past with her family, start life from the scratch, and become a mother.",['Drama'],,3
23,1429870,OTHELLO,2022-01-01,"A small theatre troupe, ""ENGINE,"" has its rehearsal hall in a dirty building near Tsutenkaku Tower, in Osaka.",['Mystery'],,4
23,1264280,Alien,2024-01-01,"In a small Ural village live only simple ordinary people except for the local hearing-impaired “fool” lyosha. he lives in a makeshift house made of garbage, weekly draws strange circles on the fields and tries to catch radio waves 24 hours a day in hope to contact representatives of extraterrestrial civilizations. the villagers laugh at lyosha and his strange hobbies, but everything changes when the one he has been calling for so long finally visits him.",['Drama'],,3
23,1122472,Psycho,2020-01-01,"It is not easy to make an appointment with the in-demand 40-year-old Moscow psychotherapist Oleg. To his clients, he seems to be a successful and independent family man, while passions are raging inside him, he himself needs qualified help from a specialist, and his wife went missing a little over a year ago.",['Drama'],,4
23,1580077,Emma,2022-01-01,"Emma, a humpback whale, embarks with her pod on the most important migration journey of her life.",['Animation'],,4
24,1079038,The Fugitive,2020-01-01,"Falsely accused of bombing a Los Angeles subway train by “tweet-now, confirm-later” journalism, blue collar worker Mike Ferro must prove his innocence by uncovering the real perpetrator, before the legendary cop heading the investigation can apprehend him.",['Drama'],"High speed and special ops, Suspenseful crime thrillers",4
24,1621514,Aliens,2021-01-01,"A film about how language, be it film, art or written language, creates in itself a system where separation precedes contact.",['[]'],,5
24,1932373,gHost,2022-01-01,A lonely ghost must prepare his house on time for guests after signing up as an Airbnb host.,"['Comedy', 'Family']",,4
24,1072572,Sense and Sensibility,2024-01-01,"A period adaptation of Jane Austen's Sense and Sensibility. After a change in circumstances, Marianne is torn between two men, while Elinor longs for a man beyond reach.","['Drama', 'Comedy', 'TV Movie']",,5
24,1262804,contact,2024-01-01,"Reminiscing on a failed relationship, a young woman goes about her day, though is unable to escape the spectre of her ex-lover.",['Drama'],,4
24,1502812,BOUND,2023-01-01,A man is held prisoner and forced to face horrors he cannot comprehend.,['Horror'],,3
25,1079038,The Fugitive,2020-01-01,"Falsely accused of bombing a Los Angeles subway train by “tweet-now, confirm-later” journalism, blue collar worker Mike Ferro must prove his innocence by uncovering the real perpetrator, before the legendary cop heading the investigation can apprehend him.",['Drama'],"High speed and special ops, Suspenseful crime thrillers",4
25,1072572,Sense and Sensibility,2024-01-01,"A period adaptation of Jane Austen's Sense and Sensibility. After a change in circumstances, Marianne is torn between two men, while Elinor longs for a man beyond reach.","['Drama', 'Comedy', 'TV Movie']",,4
