user_id,item_id,item_type
3,7h24KIgBhiyzbYnxsGzevk,3
3,0fxpHpK3aw2nFWII6yveDD,3
3,5pcmtf1lwrMqmAWWm248fY,3
3,51lPx6ZCSalL2kvSrDUyJc,3
3,5fwSHlTEWpluwOM0Sxnh5k,3
3,228BxWXUYQPJrJYHDLOHkj,3
3,2iL0W5qi0ivZ9WRXbZ74cS,3
3,5FvGI8KtImlEbOsvEW3pfX,3
3,20j7B6mL9gnNvG3ic6Vwh5,3
3,4MYb7NWLwXNDB7bYs3HeX8,3
3,6JUMswocQ7Hp46kj9kyljT,3
3,0SSIu4CcGITHdatDmjlA6H,3
3,324Y55zUTRSMdtFwc91csa,3
3,55rn9bs7vZBsEK4Y4URraH,3
3,7hzlzoOwCZ4D3Ow5YZK4kj,3
3,7b4yGtR0rujvLi5EBfKKJ2,3
3,7lGKEWMXVWWTt3X71Bv44I,3
3,2kHrlDvECzPyjcbmSQNusl,3
3,5GbVzc6Ex5LYlLJqzRQhuy,3
3,2Kt1XplPBQBsDKQDa6TssB,3
3,3YOZLPRiTuYgItSGO41gPT,3
3,6Z8oU8xMOie24Cflh2Sw6p,3
3,2wXioTynVwrEWYRv6R6vEj,3
3,2PhlrsYp7TSkK96ngbmL38,3
3,6FZDfxM3a3UCqtzo5pxSLZ,3
3,5jXrULyYKHjkAMk4TXZFoG,3
3,3odvxxzdbwQ3eBY6TRiIHt,3
3,0PKEQjnGn0LmPjozJ3t4MF,3
3,5WzfGg2ueNoOS5aIkaR9qX,3
3,4FcknXDJ8yW2QYUl0cm6uJ,3
3,6UelLqGlWMcVH1E5c4H7lY,3
3,4UEo1b0wWrtHMC8bVqPiH8,3
3,5O2P9iiztwhomNh8xkR9lJ,3
3,273uCXd7NPrInaiNqtkOrA,3
3,1ZGmDs16vtSI0nlxDFljFK,3
3,3zHq9ouUJQFQRf3cm1rRLu,3
3,7cpCU3Denug5NGZsSpQl8v,3
3,11BAVEGi1ivJ6JWLqKUNrZ,3
3,36seMHoyXmLUNxcwzwjdF7,3
3,5NQbUaeTEOGdD6hHcre0dZ,3
3,6BDLcvvtyJD2vnXRDi1IjQ,3
3,2PhlrsYp7TSkK96ngbmL38,3
3,0siYMEsGrzzzlWLXK5zJfS,3
3,20j7B6mL9gnNvG3ic6Vwh5,3
3,7dblNGnRXEBrVJunazs2U5,3
3,26aOnndLckt8uAsk6odL5n,3
3,3QK2bbLCTGoFXFt64e5TBY,3
3,3xMQOd1C3TXsjQ3pmzOmkC,3
3,6TClJ8jXi3OBV7gcrU3jx5,3
3,3W8vQte87Y6rQt1v1ZzndA,3
3,5zviMoAeuerK1Rd58qXASv,3
3,6VRhkROS2SZHGlp0pxndbJ,3
3,3s03nrUInN3NAVjQtmnS0O,3
3,34da5Qqshstk7LI1wNe0LV,3
3,6btkdvumrTmcFzy3oFpZqS,3
3,6i4Qi1mJxXjqNIL9HfJhRs,3
3,1EJZQ6uhrvl4JtoKn7RKFd,3
3,21szgNA72iLwvBxHQLgwBh,3
3,13Uvqll8OQDjw3wDweIK9y,3
3,119c93MHjrDLJTApCVGpvx,3
3,3pRaLNL3b8x5uBOcsgvdqM,3
3,67Hna13dNDkZvBpTXRIaOJ,3
3,3Q7o2zzvXj7QiSCumjBpvu,3
3,5aeIj88MLdekYvObw5Yisk,3
3,3uB2mkp8ovjiuJA734dbGe,3
3,2HZLXBOnaSRhXStMLrq9fD,3
3,429NtPmr12aypzFH3FkN9l,3
3,2rurDawMfoKP4uHyb2kJBt,3
3,1203890,2
3,1440328,2
3,1859956,2
3,1079038,2
3,1502812,2
3,1697859,2
4,0440217547,1
4,9707100036,1
4,2169IKAivSUUFGcedGASXc,3
4,1697697,2
4,1366174,2
4,1518911,2
4,1015070,2
4,1056030,2
4,1445954,2
5,0425197409,1
5,0671047345,1
5,6i4Qi1mJxXjqNIL9HfJhRs,3
5,51c94ac31swyDQj9B3Lzs3,3
5,5pRElcsPZrgZXkoON2o5Go,3
5,0q6ty9Ga2ebtTKa2C74jrC,3
5,6q4aoWgTQ8td2AvqQXuFqm,3
5,6DoL1yYIwEW7VZMRaJhoJI,3
5,0OwEskGUqCMgkSY7JkJS7x,3
5,5p7ujcrUXASCNwRaWNHR1C,3
5,2ZwIO3ufWLFYxtEoam9ydu,3
5,0QGwOFQChzflLAmPq5NwKo,3
5,5zviMoAeuerK1Rd58qXASv,3
5,3nqQXoyQOWXiESFLlDF1hG,3
5,1gWtHDe403RuyZqhvSRcv8,3
5,0Dkibk70FDp6t7eOZNemNQ,3
5,5uHy68Q7ZWe8Qq9k7EAprS,3
5,6uwjDA0Qi6hk8C6lPJIMc9,3
5,5f5DBTOW5Y6wPiKTVcYVkg,3
5,455lcFHS2MOMKcGquhAf22,3
5,1IqFh00G2kvvMm8pRMpehA,3
5,469rBLYJUZHMJLtq2Wch3h,3
5,6zEgnpM0qYmHLDnh8WPejL,3
5,7arsXR8AtExnOFN3v3HiJI,3
5,50DMJJpAeQv4fIpxZvQz2e,3
5,1zOOl8f7qkjj0AmvlCfLyQ,3
5,3JvrhDOgAt6p7K8mDyZwRd,3
5,1R0a2iXumgCiFb7HEZ7gUE,3
5,5TXDeTFVRVY7Cvt0Dw4vWW,3
5,5fwSHlTEWpluwOM0Sxnh5k,3
5,61dCUoMCg28qEBzrW6htYM,3
5,78ZqE2tjAxbqEGGlvGnQfT,3
5,7DbdUf8aHSYoliSjO6LZv6,3
5,4sDbdBjuYQVdNNB4PiHUPo,3
5,2Y0iGXY6m6immVb2ktbseM,3
5,5WLaJoYalaASb9JB7Yk5U6,3
5,1Yk0cQdMLx5RzzFTYwmuld,3
5,6E1YebXpPPtujMUljDNlOo,3
5,0hAIs32U2SmJcXymlcyF8h,3
5,6BD1X1PeV5UzYUdiVaD2yL,3
5,36orMWv2PgvnzXsd5CJ0yL,3
5,6zAvNLJkdyRApUHnlJjKfO,3
5,6V81K1OcvYgHEnCA6A2Qx9,3
5,6akVETVeqqPVvuBS5e0EB1,3
5,0OwEskGUqCMgkSY7JkJS7x,3
5,6bZuZKR8hoyzZXNh1IW2Bu,3
5,1ZMq0qzXfGnFo7BN03yddJ,3
5,1AM8QdDFZMq6SrrqUnuQ9P,3
5,00B7SBwrjbycLMOgAmeIU8,3
5,0ri0Han4IRJhzvERHOZTMr,3
5,2HZLXBOnaSRhXStMLrq9fD,3
5,3SH8GHdwJGXnoEmnCbPpJQ,3
5,3lSOZb5rruEnFbe9xWELF6,3
5,7yzbimr8WVyAtBX3Eg6UL9,3
5,1eqNj2KekcQ8GKWoW4yFr6,3
5,7fBv7CLKzipRk6EC6TWHOB,3
5,3OAFzjwWionh8OfM4kgf2R,3
5,7aGyRfJWtLqgJaZoG9lJhE,3
5,2n48BjaFSczfeIG3HaIaPv,3
5,2DLrgv7HhJanCuD8L9uJLR,3
5,6zAvNLJkdyRApUHnlJjKfO,3
5,3zHq9ouUJQFQRf3cm1rRLu,3
5,3nKEiJUeaWn8q2O9I1xwlB,3
5,5PXsZaT8cOxb4mXrA20PMQ,3
5,0azC730Exh71aQlOt9Zj3y,3
5,4kaLkst9lT3sQ5Crgxs3ic,3
5,3Y7fpFZbHLpAvWJJYGehz0,3
5,4iJyoBOLtHqaGxP12qzhQI,3
5,0KQRhak4Irr2CKxgQ9U6ay,3
5,0CsM8VGDi38kusMv3pxyj1,3
5,56fkAaSu91c1E2k43wGPFC,3
5,4dVbhS6OiYvFikshyaQaCN,3
5,1ZNDa26Rrj8VVOnsV7q1Dj,3
5,7snQQk1zcKl8gZ92AnueZW,3
5,5v8aEcHcaJIGYpfVVPtJjI,3
5,58AGoOGbwsQMhBbH0eFLRR,3
5,5fWG4JDot8nHCte7gUdMUS,3
5,2dXsILW8gzkosqleHAvl0v,3
5,5eGsHi6RcL33gb9k89UYaB,3
5,0A5gdlrpAuQqZ2iFgnqBFW,3
5,3SdingSsFcZDZAyvcJbgAw,3
5,1UBQ5GK8JaQjm5VbkBZY66,3
5,2At18rPHOuTEjGEppwGV0A,3
5,3PfIrDoz19wz7qK7tYeu62,3
5,1BrgjqSg9du0lj3TUMLluL,3
5,6o39Ln9118FKTMbM4BvcEy,3
5,799XxzSlWNYkuWJxUbuGnF,3
5,5naar7XewEOAjOywIp6Jjq,3
5,1xLs8Mu1QEVbGCpyHQ2r2U,3
5,1yt4wO7dKCwsfjch8SN9aU,3
5,03EnOL1O9EKi9CFNmPyrCm,3
5,4cktbXiXOapiLBMprHFErI,3
5,0bmp0lE3ArELHqda9PBMVG,3
5,0W7KIc2GSB9suYQAaMZ9rF,3
5,0IudGhdeJZwJ0Ps6ndtQDt,3
5,1vCZDcHV3VaL14O01iUQVQ,3
5,6PypGyiu0Y2lCDBN1XZEnP,3
5,14rZjW3RioG7WesZhYESso,3
5,0hAIs32U2SmJcXymlcyF8h,3
5,08Isz2ETWSBhvIl8UpKYsp,3
5,5IgjP7X4th6nMNDh4akUHb,3
5,6Tt9PBM6oWGwVnxyzuM84j,3
5,6wqJeItl3Vc3az4ZicSQAB,3
5,5Sco7mbJy7p7vdDtJW10fZ,3
5,2qtqIinDwJQzsUofMtkH0D,3
5,7uUahoeqGNRMbpdeiLj1rS,3
5,4Kf80JwKZcrHE0jJQKuH0e,3
5,7wdwIaXUuzlu1grzWMFRJm,3
5,5A8jUZatix87xG0Zj6HSKG,3
5,1zoyteFQmeUUqyOl2Xznpy,3
5,15JINEqzVMv3SvJTAXAKED,3
5,1eGW1YBT17a5G1hKPWrpW7,3
5,6EbVuwU7EnKeF2hdpViXCH,3
5,3UhXPxLDFKCj1ZO6mmtV0a,3
5,4Q7Q9bmbY5Lo7YamHngO4O,3
5,69kOkLUCkxIZYexIgSG8rq,3
5,003vvx7Niy0yvhvHt4a68B,3
5,4WyhOKXtCkNVcgfTBpYaxm,3
5,7boKWlaNVmrhJdX8IbzUdD,3
5,0yqrhHrcWLMjBylHReDN5u,3
5,78v8ad1iLTlfLbam4qvzNu,3
5,6CRX3ENpLq42r0iBSjOqr1,3
5,5a11x5PUFvJEadMRqtNtTr,3
5,2iHsdUnmKGIuc9oRE3DfgJ,3
5,6ZOcbKub95XSDESsKKuH41,3
5,07oas8KpAMIkwuetf81Zen,3
5,3ZCTVFBt2Brf31RLEnCkWJ,3
5,5FVd6KXrgO9B3JPmC8OPst,3
5,086myS9r57YsLbJpU0TgK9,3
5,4RCWB3V8V0dignt99LZ8vH,3
5,6VNooTY5w9A9wg1YUsEbKB,3
5,7cpC2EuFMexgy392K13RZb,3
5,0U32q8CZRRo7xCzyiaZw5f,3
5,1jLsirPDkUS2g4gnkYua58,3
5,1tkS8yt5NwTZkqFvZMxM0F,3
5,7vGuf3Y35N4wmASOKLUVVU,3
5,5FVd6KXrgO9B3JPmC8OPst,3
5,3OC2C8IpFhbUJTeMe55QYn,3
5,1r6qzxz77Tvbrvqd1Q1MIN,3
5,7DD7eSuYSC5xk2ArU62esN,3
5,2K87XMYnUMqLcX3zvtAF4G,3
5,5W83ErFkO3aKAIS1WMi6u0,3
5,0qgrrDnUUhyxpxbBznUnzg,3
5,36orMWv2PgvnzXsd5CJ0yL,3
5,6JUMswocQ7Hp46kj9kyljT,3
5,39LJCSHy7nB1akjmhMQ7Y7,3
5,5jzma6gCzYtKB1DbEwFZKH,3
5,7vGuf3Y35N4wmASOKLUVVU,3
5,3MK2rvp7XjarzRKFrPGMOb,3
5,00B7SBwrjbycLMOgAmeIU8,3
5,5v8aEcHcaJIGYpfVVPtJjI,3
5,1hlveB9M6ijHZRbzZ2teyh,3
5,0UQAkAVNk3tubJYlOHyG3q,3
5,3oZoXyU0SkDldgS7AcN4y4,3
5,4RVwu0g32PAqgUiJoXsdF8,3
5,200x8ONbPfFzByUr3fVz46,3
5,5egqKwgK5r5rvGD1LrtR7J,3
5,1440328,2
5,1910335,2
5,1203890,2
5,1940074,2
5,1580077,2
5,1320600,2
6,0151972036,1
6,4BvuZVf9KyBN3QiPfeI9hw,3
6,5aucVLKiumD89mxVCB4zvS,3
6,003vvx7Niy0yvhvHt4a68B,3
6,0azC730Exh71aQlOt9Zj3y,3
6,6y6jbcPG4Yn3Du4moXaenr,3
6,5HNCy40Ni5BZJFw1TKzRsC,3
6,0SsYlkXxZ5vkWOTsKxMfMz,3
6,7qiZfU4dY1lWllzX7mPBI3,3
6,1XGmzt0PVuFgQYYnV2It7A,3
6,4nyF5lmSziBAt7ESAUjpbx,3
6,1zOOl8f7qkjj0AmvlCfLyQ,3
6,3jDdpx9PMlfMBS5tOBHFm9,3
6,2HZLXBOnaSRhXStMLrq9fD,3
6,6R6ux6KaKrhAg2EIB2krdU,3
6,4IOXp1xFiMh5FtSEGim4CO,3
6,2MobJagQB0dGJoRqI8OT0m,3
6,28WmNsclKsrVmdv3tDmoYU,3
6,0azC730Exh71aQlOt9Zj3y,3
6,5uunXHE4kIW6uS4HWAXaOQ,3
6,39ZVkOVxjG8ypNdUSVNkxU,3
6,78PKCefXwDLbl4FVO1Pjzh,3
6,56pvqFKGXPjubh5eY6sOlv,3
6,4SqWKzw0CbA05TGszDgMlc,3
6,4HOVQhtjFCRGY9PnsLoR86,3
6,2RaA6kIcvomt77qlIgGhCT,3
6,5YJtMNWKe55yr49cyJgxva,3
6,1O5mTSQa0sCce9ghhDqIZl,3
6,0OBwxFLu6Yj61s2OagYbgY,3
6,2At18rPHOuTEjGEppwGV0A,3
6,5IgjP7X4th6nMNDh4akUHb,3
6,3NEuSQZbVmfQwRuDKol40Y,3
6,3nqQXoyQOWXiESFLlDF1hG,3
6,3nc420PXjTdBV5TN0gCFkS,3
6,7fBv7CLKzipRk6EC6TWHOB,3
6,3WBRfkOozHEsG0hbrBzwlm,3
6,4BvuZVf9KyBN3QiPfeI9hw,3
6,1Ic9pKxGSJGM0LKeqf6lGe,3
6,6PypGyiu0Y2lCDBN1XZEnP,3
6,6rfahvufEQDIVTHJIU2QQB,3
6,1nocRtwyNPVtGcIJqfgdzZ,3
6,3CIyK1V4JEJkg02E4EJnDl,3
6,7cZlFUJO4BjedIErzdP6iq,3
6,3UmaczJpikHgJFyBTAJVoz,3
6,7Fv8Qp3tTSbSS2VjryUF7L,3
6,5O2P9iiztwhomNh8xkR9lJ,3
6,0WHtcCpZnoyFlQg3Mf2cdN,3
6,7Fv8Qp3tTSbSS2VjryUF7L,3
6,4kaLkst9lT3sQ5Crgxs3ic,3
6,2169IKAivSUUFGcedGASXc,3
6,3mZLiEDAHIjZ8ms5Lxq33F,3
6,4xMbBESczlHPUO8QeYi56p,3
6,61UQzeiIluhpzpMdY4ag3q,3
6,6Qyc6fS4DsZjB2mRW9DsQs,3
6,0xzI1KAr0Yd9tv8jlIk3sn,3
6,4fyR24BKznXBLNkK8LwWla,3
6,02MWAaffLxlfxAUY7c5dvx,3
6,51c94ac31swyDQj9B3Lzs3,3
6,5IgjP7X4th6nMNDh4akUHb,3
6,3U9gogDStAfWxSm91PJuxb,3
6,5W83ErFkO3aKAIS1WMi6u0,3
6,6jmTHeoWvBaSrwWttr8Xvu,3
6,0DnGfA1r8pAssJCuq4ojla,3
6,6yLIqXX9edg1x0HZS7cZEv,3
6,2bDENJyfbxj0neGiXUFvIX,3
6,5cRKj1kynNFqiliT2ndZ3y,3
6,2gdBsRfuWGwJwe3X5XwZuI,3
6,27hhIs2fp6w06N5zx4Eaa5,3
6,5T4lERmPqhO2ukZoGJ5sSr,3
6,2iL0W5qi0ivZ9WRXbZ74cS,3
6,5p7ujcrUXASCNwRaWNHR1C,3
6,0mjAU3yKR1QnXnHtjGJqTM,3
6,5NoQvINZLBV1wMYPdNmReL,3
6,119c93MHjrDLJTApCVGpvx,3
6,0XwRlvv3KlOu4HWlOH34XG,3
6,6L89mwZXSOwYl76YXfX13s,3
6,5Fim1gaXBgsiFfsQAfQSDS,3
6,4xAmbn7xiy6wGOs4oaxv70,3
6,5uU1uuyaUIBOiiUSQG7Wl3,3
6,0zzVTGyRrWpQu8Fr28NRAv,3
6,6q4aoWgTQ8td2AvqQXuFqm,3
6,4vLBnQtece15fFhqWxZvJP,3
6,6JgHKt0WwdwlXIht6M0mqa,3
6,15BQ7vEDv2LJuh8TxWIhtd,3
6,2TjnCxxQRYn56Ye8gkUKiW,3
6,6btkdvumrTmcFzy3oFpZqS,3
6,02MWAaffLxlfxAUY7c5dvx,3
6,5Sco7mbJy7p7vdDtJW10fZ,3
6,1u8c2t2Cy7UBoG4ArRcF5g,3
6,0U32q8CZRRo7xCzyiaZw5f,3
6,2wrJq5XKLnmhRXHIAf9xBa,3
6,6i4Qi1mJxXjqNIL9HfJhRs,3
6,7aGyRfJWtLqgJaZoG9lJhE,3
6,40gvh6jP5qxMJuMmF9lG9A,3
6,48zFZh27QU5qsrBjn4C2FA,3
6,0Dkibk70FDp6t7eOZNemNQ,3
6,3yfqSUWxFvZELEM4PmlwIR,3
6,6OMO6WdRhSfjMPAiPT94wH,3
6,0RW1xWSPxmbXf012RN3yWl,3
6,1L94M3KIu7QluZe63g64rv,3
6,7ltLi7CG003USSGYsSba9s,3
6,20j7B6mL9gnNvG3ic6Vwh5,3
6,3qd1eI1GA0FwC3VHcxHhDC,3
6,17opN752ZQpNuoptelsNQ1,3
6,4vVTI94F9uJ8lHNDWKv0i2,3
6,2DLrgv7HhJanCuD8L9uJLR,3
6,4ZtFanR9U6ndgddUvNcjcG,3
6,40gvh6jP5qxMJuMmF9lG9A,3
6,0MHiYjjcHNYM9KURa6NveF,3
6,1gt8YXWknKt4sRNZ6SirVW,3
6,1NeQzAqahRYI09bgLbhVFN,3
6,3YOZLPRiTuYgItSGO41gPT,3
6,2qtqIinDwJQzsUofMtkH0D,3
6,07oas8KpAMIkwuetf81Zen,3
6,1R0a2iXumgCiFb7HEZ7gUE,3
6,3T0oPETOdddxJ2xTt2qJe4,3
6,5vd1QZ0tdXOExiegC55IAS,3
6,54ipXppHLA8U4yqpOFTUhr,3
6,6FZDfxM3a3UCqtzo5pxSLZ,3
6,5z6xHjCZr7a7AIcy8sPBKy,3
6,6wqJeItl3Vc3az4ZicSQAB,3
6,1p0WZg4NXoNVGj2AuoLJe7,3
6,5gSVKG0R4xc8qtDIoyDNy8,3
6,67O8CWXxPsfz8orZVGMQwf,3
6,2T3jgoAMbBXiMMD8pSc6QL,3
6,1JQ6Xm1JrvHfvAqhl5pwaA,3
6,4fyR24BKznXBLNkK8LwWla,3
6,5tJqtSvAfTJkMrV4Wst4Le,3
6,0OBwxFLu6Yj61s2OagYbgY,3
6,7mLEUzAulFygMchoGMrP8E,3
6,6BwPstqf4RoRMbDidFWNxE,3
6,1vcxF91pWs9uNwDROuiCPB,3
6,6bvZRLLkBKkmgpBJTTj3QK,3
6,4jVBIpuOiMj1crqd8LoCrJ,3
6,4XMf6BjWH7Pme8eY4yyEZE,3
6,5PmtPTXrLqgqQfqngsUqZp,3
6,7svpAkwc6xaSxlbZ7V7JiS,3
6,3tS1VMpxp9bLn46Cyh09el,3
6,0DMRKqrpd0QO4RWiEdMib0,3
6,4w2W5Gh1GjbbSWGF0TD2iC,3
6,6Pif6RkFoYzLygdqktus4Q,3
6,2TktkzfozZifbQhXjT6I33,3
6,0zHZSO80CTxNtvtRhveHRJ,3
6,1T575AhHueYinKSDflEsGK,3
6,0UzymivvUH5s8z4PeWZJaK,3
6,0xzI1KAr0Yd9tv8jlIk3sn,3
6,6SWsSQnuTOyE6DOJG7Zdi4,3
6,36seMHoyXmLUNxcwzwjdF7,3
6,2usrT8QIbIk9y0NEtQwS4j,3
6,1YlulsUKDduOmC7WxvXYPW,3
6,1gWtHDe403RuyZqhvSRcv8,3
6,3zHq9ouUJQFQRf3cm1rRLu,3
6,7uCBGNn991AM68fR4tSDco,3
6,2usrT8QIbIk9y0NEtQwS4j,3
6,0WPOxxoEVoglAvhqroDpQA,3
6,5fwSHlTEWpluwOM0Sxnh5k,3
6,5SDcksP8En1l6RtTY1wzHc,3
